series_id,seasonality_group,acf_24,acf_168,model,mae,smape,mase24,mase168
T1,weak,0.2603604341854829,0.2389831562018388,Naive,2.9166666666666665,29.07574969306065,1.1518636003172085,1.0494548286604362
T1,weak,0.2603604341854829,0.2389831562018388,SeasonalNaive_24,2.7202380952380953,27.956792137796917,1.0742891129489067,0.9787772585669783
T1,weak,0.2603604341854829,0.2389831562018388,SeasonalNaive_168,3.482142857142857,36.78434567743808,1.3751840942562592,1.2529205607476637
T1,weak,0.2603604341854829,0.2389831562018388,AutoETS_24,2.4882597537092175,25.066158250429982,0.9826751446052263,0.8953084160542512
T1,weak,0.2603604341854829,0.2389831562018388,AutoETS_168,2.856617141136385,28.421435221290373,1.1281485616859,1.0278482236799145
T1,weak,0.2603604341854829,0.2389831562018388,AutoTheta_24,2.6125838831590844,26.47462408062687,1.031773809526744,0.940041864501166
T1,weak,0.2603604341854829,0.2389831562018388,AutoTheta_168,3.301008352331774,33.961308967390714,1.303649610992247,1.1877459959324608
T10,weak,0.4678522389189582,0.593316350740746,Naive,60.07738095238095,25.828026281889294,0.7909777517177434,0.9120880023660083
T10,weak,0.4678522389189582,0.593316350740746,SeasonalNaive_24,37.30357142857143,16.111656493183368,0.49113817200189225,0.5663386020834018
T10,weak,0.4678522389189582,0.593316350740746,SeasonalNaive_168,42.63095238095238,16.52532739785509,0.5612783768753075,0.6472182971312148
T10,weak,0.4678522389189582,0.593316350740746,AutoETS_24,60.07756315190619,25.828100294995764,0.7909801505535208,0.9120907684985922
T10,weak,0.4678522389189582,0.593316350740746,AutoETS_168,60.07756315190619,25.828100294995764,0.7909801505535208,0.9120907684985922
T10,weak,0.4678522389189582,0.593316350740746,AutoTheta_24,54.68497158265553,22.844290600744202,0.7199813838336659,0.830221053241328
T10,weak,0.4678522389189582,0.593316350740746,AutoTheta_168,70.5368286179267,26.426479222306916,0.9286866575913258,1.070882153773525
T105,weak,0.8464365537953957,0.7053897503249026,Naive,37.845238095238095,8.304130002464964,0.7328730026025537,0.4888410487247412
T105,weak,0.8464365537953957,0.7053897503249026,SeasonalNaive_24,24.446428571428573,5.2393385571938165,0.47340506789693115,0.31577071203405355
T105,weak,0.8464365537953957,0.7053897503249026,SeasonalNaive_168,25.702380952380953,5.469738744499596,0.49772658465521025,0.33199365341199
T105,weak,0.8464365537953957,0.7053897503249026,AutoETS_24,37.84412370737724,8.303869746279801,0.7328514224826033,0.48882665435023065
T105,weak,0.8464365537953957,0.7053897503249026,AutoETS_168,37.84412370737724,8.303869746279801,0.7328514224826033,0.48882665435023065
T105,weak,0.8464365537953957,0.7053897503249026,AutoTheta_24,38.79899747669498,8.170495360436261,0.7513425521899986,0.5011606101736388
T105,weak,0.8464365537953957,0.7053897503249026,AutoTheta_168,64.24189597224986,13.883237059443873,1.2440442592957996,0.8298025690870682
T107,weak,0.4299889786929711,0.5891127011376885,Naive,201.35714285714286,125.80431248688217,1.57911005476811,2.349923270750052
T107,weak,0.4299889786929711,0.5891127011376885,SeasonalNaive_24,173.08333333333334,80.22600844980826,1.357377384786186,2.019955920151059
T107,weak,0.4299889786929711,0.5891127011376885,SeasonalNaive_168,83.70833333333333,37.72803772978777,0.6564687448327992,0.9769117582049776
T107,weak,0.4299889786929711,0.5891127011376885,AutoETS_24,162.21292580006173,113.3847879527085,1.2721280134867796,1.893093653123885
T107,weak,0.4299889786929711,0.5891127011376885,AutoETS_168,118.56065861955946,112.33220384919969,0.9297923354966514,1.3836531782893853
T107,weak,0.4299889786929711,0.5891127011376885,AutoTheta_24,167.4458694784559,108.46558806277578,1.313166507882035,1.9541643256110648
T107,weak,0.4299889786929711,0.5891127011376885,AutoTheta_168,164.91369167200907,100.8094479833284,1.2933083226799447,1.9246127364863228
T119,weak,0.5154993504469568,0.3464262877634856,Naive,11.910714285714286,3.6158807150752557,1.0863121128676736,0.7456048236848346
T119,weak,0.5154993504469568,0.3464262877634856,SeasonalNaive_24,10.785714285714286,3.2519434457300553,0.9837069207977134,0.675180380068426
T119,weak,0.5154993504469568,0.3464262877634856,SeasonalNaive_168,14.845238095238095,4.514001792609951,1.3539542276321728,0.9293045628535619
T119,weak,0.5154993504469568,0.3464262877634856,AutoETS_24,11.598097106838322,3.521962659134534,1.0577999833717293,0.7260351428961491
T119,weak,0.5154993504469568,0.3464262877634856,AutoETS_168,11.598097106838322,3.521962659134534,1.0577999833717293,0.7260351428961491
T119,weak,0.5154993504469568,0.3464262877634856,AutoTheta_24,9.56700125794933,2.9073848515359666,0.8725546680937258,0.5988895472609452
T119,weak,0.5154993504469568,0.3464262877634856,AutoTheta_168,10.524557494520765,3.1881066240025895,0.959888216157015,0.6588320940982478
T13,medium,0.7277321550653817,0.8148932950356823,Naive,33.54761904761905,17.76895335697072,1.0966188671106705,1.5251918913599687
T13,medium,0.7277321550653817,0.8148932950356823,SeasonalNaive_24,25.458333333333332,13.443724232616578,0.8321928485862912,1.1574247195433969
T13,medium,0.7277321550653817,0.8148932950356823,SeasonalNaive_168,26.964285714285715,13.258954979280109,0.8814200617479306,1.2258905727219052
T13,medium,0.7277321550653817,0.8148932950356823,AutoETS_24,33.54725476797477,17.768747995462206,1.0966069593824275,1.5251753299354798
T13,medium,0.7277321550653817,0.8148932950356823,AutoETS_168,38.87143933746808,18.282066452448774,1.2706461733903809,1.7672313495286611
T13,medium,0.7277321550653817,0.8148932950356823,AutoTheta_24,31.442991061112576,16.13702390304577,1.027821890640415,1.4295081549137976
T13,medium,0.7277321550653817,0.8148932950356823,AutoTheta_168,38.44460122438882,18.8885600684287,1.256693507261073,1.747825798628974
T134,weak,0.321441505228498,0.6589016708603297,Naive,1502.0416666666667,18.62270961510099,1.9051490083513956,2.9381685118166163
T134,weak,0.321441505228498,0.6589016708603297,SeasonalNaive_24,1245.7619047619048,14.94645779060083,1.5800906926677056,2.4368554368501445
T134,weak,0.321441505228498,0.6589016708603297,SeasonalNaive_168,935.3095238095239,11.394646757960183,1.1863212927652895,1.8295744070521813
T134,weak,0.321441505228498,0.6589016708603297,AutoETS_24,1265.2964683852972,14.838805655881671,1.6048678046091298,2.475067319385802
T134,weak,0.321441505228498,0.6589016708603297,AutoETS_168,1279.779893759164,14.97687492931407,1.6232381894665542,2.503398586967199
T134,weak,0.321441505228498,0.6589016708603297,AutoTheta_24,1321.9286474180922,16.309858366604416,1.6766985281632532,2.5858464601262736
T134,weak,0.321441505228498,0.6589016708603297,AutoTheta_168,1545.4798725218711,19.464465129739672,1.9602448533243644,3.023138703713359
T137,strong,0.9495923034697747,0.8679688372008987,Naive,189.07142857142858,43.35650999303066,6.009258647216366,4.419311182221772
T137,strong,0.9495923034697747,0.8679688372008987,SeasonalNaive_24,78.35714285714286,17.122129223616206,2.490425665280073,1.8315014608603266
T137,strong,0.9495923034697747,0.8679688372008987,SeasonalNaive_168,43.791666666666664,9.433134008061238,1.3918308735540486,1.02357613548689
T137,strong,0.9495923034697747,0.8679688372008987,AutoETS_24,86.75985013121768,20.563085040868277,2.7574889742542577,2.027904367940633
T137,strong,0.9495923034697747,0.8679688372008987,AutoETS_168,54.73462810723675,12.984946558180509,1.7396310999539786,1.2793543470671933
T137,strong,0.9495923034697747,0.8679688372008987,AutoTheta_24,157.4861091621833,38.702052974988696,5.005382201054155,3.681043341787116
T137,strong,0.9495923034697747,0.8679688372008987,AutoTheta_168,158.75805364465683,39.14961060530315,5.045808422180397,3.7107734734999402
T141,weak,0.8214682350637728,0.736499986911167,Naive,223.64880952380952,46.44956845079243,5.168071418628237,4.121284339632048
T141,weak,0.8214682350637728,0.736499986911167,SeasonalNaive_24,76.16666666666667,15.641647543799303,1.7600575379332748,1.4035598544149175
T141,weak,0.8214682350637728,0.736499986911167,SeasonalNaive_168,54.523809523809526,12.410133159227014,1.2599349052413877,1.004736500972229
T141,weak,0.8214682350637728,0.736499986911167,AutoETS_24,67.59474863049134,14.375459160828397,1.5619778580105188,1.2456009918646656
T141,weak,0.8214682350637728,0.736499986911167,AutoETS_168,223.6468411577279,46.449038018368356,5.168025933671221,4.121248067602145
T141,weak,0.8214682350637728,0.736499986911167,AutoTheta_24,83.49406776548904,17.70548556230081,1.9293789498034217,1.5385854039051077
T141,weak,0.8214682350637728,0.736499986911167,AutoTheta_168,85.90198362133117,18.317941123208,1.9850210126408485,1.582957229218926
T147,medium,0.9361679222719704,0.8033037039649814,Naive,157.97619047619048,53.02125155820948,6.468418734400235,4.450372719096328
T147,medium,0.9361679222719704,0.8033037039649814,SeasonalNaive_24,69.16071428571429,21.90805657224182,2.8318220525620323,1.9483376270979744
T147,medium,0.9361679222719704,0.8033037039649814,SeasonalNaive_168,48.904761904761905,14.74309687257934,2.002431361033622,1.377703928413543
T147,medium,0.9361679222719704,0.8033037039649814,AutoETS_24,49.52060753315233,14.834712843947884,2.027647486249526,1.3950530148518347
T147,medium,0.9361679222719704,0.8033037039649814,AutoETS_168,52.14711640382796,16.31796673522556,2.1351912821464603,1.4690448194983776
T147,medium,0.9361679222719704,0.8033037039649814,AutoTheta_24,93.00244502884705,29.38063260224627,3.8080343370496057,2.6199868658563297
T147,medium,0.9361679222719704,0.8033037039649814,AutoTheta_168,92.94335054485913,29.372745252783012,3.8056146821245505,2.6183221056250807
T149,weak,0.9385492804401464,0.7873591209950733,Naive,471.2142857142857,33.957627777518084,5.859696091135204,3.625978006054373
T149,weak,0.9385492804401464,0.7873591209950733,SeasonalNaive_24,290.5892857142857,21.367728235475628,3.613568079848536,2.236074734444551
T149,weak,0.9385492804401464,0.7873591209950733,SeasonalNaive_168,249.66071428571428,18.34590942055448,3.10460857397913,1.9211307602943075
T149,weak,0.9385492804401464,0.7873591209950733,AutoETS_24,250.3364843248131,18.213055496233146,3.1130119844373065,1.9263307879106362
T149,weak,0.9385492804401464,0.7873591209950733,AutoETS_168,302.9795421220372,22.086267583482606,3.7676447690359387,2.331417338830535
T149,weak,0.9385492804401464,0.7873591209950733,AutoTheta_24,287.9179845619155,20.886690585204832,3.5803496198074503,2.2155191623413844
T149,weak,0.9385492804401464,0.7873591209950733,AutoTheta_168,292.9925208626262,21.25902703900762,3.643453055817511,2.254567547704765
T155,medium,0.8835828684310176,0.8015037758991119,Naive,537.5714285714286,37.05665838999132,4.039649037147933,3.738149799627476
